month	price
2025-01	4.9938102563777464
2025-02	4.538182624405055
2025-03	4.14183457302879
2025-04	3.744857938573272
2025-05	3.35837890085306
2025-06	2.9877046372801246
2025-07	3.0872761600699277
2025-08	3.403848739662107
2025-09	3.717755480672536
2025-10	3.941381728976096
2025-11	4.360927628518249
2025-12	4.76760615048095
