month	price
2024-01	4.9938102563777464
2024-02	4.538182624405055
2024-03	4.14183457302879
2024-04	3.744857938573272
2024-05	3.35837890085306
2024-06	2.9877046372801246
2024-07	3.0872761600699277
2024-08	3.403848739662107
2024-09	3.717755480672536
2024-10	3.941381728976096
2024-11	4.360927628518249
2024-12	4.76760615048095
